"CN","STATECD","COUNTYCD","PLOT","PLOT_OLD","FIADB_PLOT","FIADB_TREE","SUBP","TREE","SPCD","TRE_REP","DIA","MEASYEAR","CNT_HT","CNT_LGTH","CNT_X","PITH","RINGCOUNT","METHOD","INITIALS","DAY","MONTH","YEAR","MOUNT_NOTES","CRN","R","VERIFY","REVISIT","CD_NOTES","PLT_CN","TRE_CN","SIT_CN"
"289864054489998",30,97,169,,,,5,8,101,,6.60,1997,0.30,3.70,0.80,"n",136,"scope","EG",0,10,2012,,,,,,,"3139666010690",,
"289864056489998",30,97,170,,,,4,7,101,,16.70,1997,2.00,24.50,4.30,"n",91,"scope","AK",0,1,2014,,,,,,,"3139723010690","3139760010690",
"289864059489998",30,97,172,,,,2,2,101,,16.20,1997,2.30,8.80,1.50,"n",139,"scope","JH",0,10,2012,,,,,,,"3139831010690","3139841010690",
"289864094489998",30,99,102,,,,1,4,101,,12.10,1996,6.90,0.70,0.70,"n",93,"scope","EG",0,8,2012,,,,,,,"3140923010690",,
"289864095489998",30,99,102,,,,2,2,101,,8.30,1996,,,,"y",121,"scope","JH",0,8,2012,,,,,,,"3140923010690",,
"289864100489998",30,99,125,,,,1,1,101,,7.60,1996,0.60,2.80,1.20,"n",108,"scope","BL",0,1,2013,,,,,,,"3141094010690","3141101010690",
"289864104489998",30,99,147,,,,2,3,101,,7.30,1996,,,,"n",117,"scope","JH",0,10,2012,,,,,,,"3141299010690","3141308010690",
"289864108489998",30,99,168,,,,1,1,101,,5.10,1996,1.00,4.50,0.60,"n",80,"scope","JH",0,8,2012,,,,,,,"3141485010690","3141492010690",
"558534442126144",16,59,193,,,,2,10,101,,13.30,2014,0.20,2.00,0.10,"n",320,"scope","rs",0,4,2015,,"knc",0.03,"n","y","not correlating well","4732699010690","325583204489998",
"558534451126144",16,59,384,,,,1,1,101,,6.70,2014,2.00,2.00,0.70,"y",147,"scope","rs",0,3,2015,,"scr",0.12,"n","y",,"4732267010690","325582863489998",
"558534479126144",16,3,9,,,,3,2,101,,10.10,2015,0.10,2.00,0.60,"n",269,"scope","jlp",18,3,2016,,"knc",0.05,"n","y",,"5375875010690","387673101489998",
"558534560126144",16,49,365,,,,1,6,101,,5.10,2015,,,,"n",56,"scope","JS",7,4,2016,,"scr",0.11,"n","y","low but correct","188770829020004","387622297489998",
"558534589126144",16,59,124,,,,4,4,101,,6.50,2015,1.00,20.00,0.70,"n",50,"scope","JS",7,4,2016,,"knc",0.24,"y","n","low but correct","5393622010690","5393645010690","387678775489998"
"558534590126144",16,59,124,,,,4,6,101,,6.80,2015,1.00,11.00,0.70,"n",61,"scope","JS",7,4,2016,,"knc",0.19,"n","y","low but correct","5393622010690","5393647010690",
"558534593126144",16,59,166,,,,2,2,101,,7.20,2015,0.10,0.50,0.10,"n",199,"scope","dc",18,4,2016,,"knc",-0.11,"n","y",,"5393113010690","5393141010690",
"558534596126144",16,59,166,,,,3,12,101,,10.40,2015,0.50,7.00,0.60,"n",211,"scope","dc",13,4,2016,,"knc",0.24,"n","y",,"5393113010690","5393160010690",
"558534615126144",16,59,311,,,,4,9,101,,5.70,2015,0.10,6.00,1.00,"n",80,"scope","dc",6,4,2016,,"knc",0.31,"y","n",,"5393380010690","5393446010690",
"558534620126144",16,59,399,,,,1,4,101,,8.60,2015,,,,"n",81,"scope","dc",22,4,2016,,"knc",-0.02,"n","y","micro rings/knot after 1935","5392508010690","5392524010690",
"558534623126144",16,59,443,,,,1,1,101,,5.60,2015,1.00,7.00,1.00,"n",78,"scope","dc",8,4,2016,,"scr",0.22,"n","y",,"5392831010690","5392845010690","387678438489998"
"558534624126144",16,59,443,,,,2,1,101,,6.70,2015,0.20,5.00,1.00,"n",86,"scope","dc",8,4,2016,,"scr",-0.13,"n","y",,"5392831010690","5392857010690","387678439489998"
"558534648126144",16,85,161,,,,4,9,101,,10.50,2015,0.50,3.00,1.30,"n",171,"scope","jlp",2,5,2016,,"knc",0.21,"n","y",,"5398798010690","387667016489998",
"558534649126144",16,85,164,,,,3,6,101,,9.90,2015,0.20,5.00,0.60,"n",255,"scope","jlp",6,5,2016,,"knc",0.11,"n","y",,"5398212010690","5398264010690",
"295714524489998",16,59,334,,,,1,11,101,,6.90,2017,0.40,4.00,1.30,"n",154,"scope","RJ",11,1,2018,,"knc",0.20,"y","n",,"12283667010690","531005527126144",
"295714543489998",16,59,3058,,,,1,10,101,,7.10,2017,0.20,2.80,0.20,"n",261,"scope","RJ",11,1,2018,,"id014",0.02,"n","y","revisit; inner rings prior to 1935 highly compressed","188773617020004","12283792010690",
"295711308489998",16,59,288,,,,3,0,101,,6.90,2016,0.70,4.20,0.60,"n",93,"scope","RJ",22,2,2017,"SITETREE","scr",0.25,"y","n",,"11806586010690",,"486612857489998"
"295711309489998",16,59,288,,,,4,2,101,,8.00,2016,1.50,14.00,1.00,"n",94,"scope","RS",0,1,2017,,"knc",0.24,"y","n","low but correct","11806586010690","486612916489998","486612858489998"
"295711326489998",16,59,299,,,,3,2,101,,6.90,2016,,,,"n",137,"scope","RS",0,2,2017,,"scr",-0.10,"n","y",,"11806862010690","486589514489998",
"295711335489998",16,59,376,,,,3,8,101,,8.90,2016,,,,"y",105,"scope","EA",24,2,2017,,"knc",0.03,"n","n",,"11807524010690","486586051489998",
"295711337489998",16,59,390,,,,2,5,101,,6.00,2016,0.70,3.70,6.00,"n",188,"scope","RJ",2,3,2017,,"knc",0.17,"n","y","heavy suppression rings pith to 1930s","11806755010690","486616660489998",
"295711342489998",16,59,410,,,,4,12,101,,5.50,2016,1.10,5.30,1.00,"n",331,"scope","RJ",3,3,2017,,"knc",0.11,"n","y","extremely small rings 1800-1930s","11807205010690","11807271010690",
"295714505489998",16,59,167,,,,4,3,101,,5.90,2017,0.30,4.00,0.30,"n",139,"scope","RJ",18,1,2018,,"knc",0.26,"y","n","outer rings unreadable and not measured, measured 1998-","188773542020004","12284575010690",
"558534335126144",16,49,819,,,,2,1,101,,8.80,2018,1.00,3.00,0.80,"n",255,"scan","KK",21,3,2019,"core broken","id001-55",9.0e-03,"n","y","rings very tight, may have false or missing rings","188773883020004","50637571020004",
"558534351126144",16,59,143,,,,1,11,101,,7.50,2018,1.00,5.00,0.80,"n",142,"scan","KK",24,4,2019,,"knc",0.23,"n","y","rings tight","31368397010690",,
"558534352126144",16,59,143,,,,1,12,101,,3.90,2018,1.00,3.50,1.00,"n",90,"scan","KK",24,4,2019,"core broken","id006",0.29,"y","n",,"31368397010690",,
"558534353126144",16,59,143,,,,4,8,101,,9.00,2018,1.00,11.00,1.00,"n",162,"scan","KK",24,4,2019,"core broken","id013",0.04,"n","y","rings very tight, may have missing rings, may need to use microscope","31368397010690","31368428010690",
"295711467489998",32,31,659,,,,1,1,101,,10.20,2016,0.40,5.00,3.00,"n",105,"scope","JW",3,10,2017,,"nv503",0.00,"n","y",,"35382362010690","41721079010690","480294214489998"
"558534224126144",32,7,1423,,,,3,4,101,,10.00,2018,,,,"n",49,"scope","RJ",23,4,2019,,"nv056",-0.14,"y","n","very little overlap w/ chrono, dating is correct","429484461489998","284513926489998",
"295705723489998",56,13,13,,,,4,3,101,,9.40,2013,1.20,11.00,1.30,"n",111,"scope","MK",0,3,2014,,"akl",-0.10,"n","y","cannot cross-date","40405615010690","275459131489998",
"295705459489998",56,13,22,,,,1,24,101,,7.00,2012,,,,,245,"scope","BL",0,3,2012,,"wy040",0.06,"n","y","cannot cross-date","40405617010690","188954782020004",
"295705463489998",56,13,33,,,,2,14,101,,5.30,2012,0.70,2.60,0.30,"n",98,"scope","EG",0,12,2012,,"akl",0.17,"y","n","close","40405619010690","188954883020004","188954862020004"
"295705956489998",56,13,87,,,,2,0,101,,6.50,2014,1.00,6.50,2.00,"n",70,"scope","JW",0,1,2015,,"wy028",0.27,"y","n",,"40418168010690",,"335147111489998"
"295705957489998",56,13,87,,,,2,0,101,"b",7.90,2014,1.10,6.50,2.80,"n",69,"scope","JW",0,1,2015,"b core","wy028",0.40,"y","n",,"40418168010690",,"335147112489998"
"295705468489998",56,13,140,,,,1,18,101,,5.30,2012,1.10,4.20,0.20,"n",169,"scope","BL",0,12,2012,,"akl",0.00,"n","y","cannot cross-date, check for false/missing rings","40405650010690","188955740020004",
"295705470489998",56,13,140,,,,3,26,101,,4.50,2012,0.30,2.10,0.50,"n",102,"scope","EG",0,12,2012,,"wy037",0.21,"n","y","remeasure","40405650010690","188955767020004",
"295705958489998",56,13,141,,,,2,0,101,,9.20,2014,,,,"y",91,"scope","JW",0,4,2015,,"wy028",0.15,"n","y",,"40418200010690",,"335139199489998"
"295705959489998",56,13,141,,,,2,0,101,"b",12.10,2014,1.90,25.00,2.30,"n",69,"scope","JW",0,4,2015,"b core","wy028",0.18,"n","y",,"40418200010690",,"335139200489998"
"295705965489998",56,13,220,,,,1,0,101,,10.70,2014,0.60,4.00,0.50,"n",187,"scope","JW",0,11,2014,,"wy028",0.02,"n","y","low but correct","40405670010690",,
"295705966489998",56,13,220,,,,1,0,101,"b",8.00,2014,0.40,9.50,0.30,"n",156,"scope","JW",0,11,2014,"b core","wy028",0.04,"n","y","Faint Rings. Damaged at end","40405670010690",,
"295705474489998",56,13,220,,,,1,20,101,,6.80,2012,1.10,9.50,1.60,"n",222,"scope","EG",0,12,2012,"can't see rings from 1940-1920","wy028",0.01,"n","y","needs remeasuring","40405670010690","188956452020004",
"295705475489998",56,13,220,,,,2,37,101,,11.00,2012,0.90,7.80,0.90,"n",177,"scope","EG",0,12,2012,,"wy028",0.53,"y","n",,"40405670010690","188956494020004",
"295705476489998",56,13,431,,,,4,0,101,,11.50,2012,1.80,11.00,1.70,"n",183,"scope","JH",0,12,2012,,"akl",0.37,"y","n",,"40405729010690",,"188956803020004"
"295705477489998",56,13,500,,,,1,25,101,,3.10,2012,,,,"n",73,"scope","EG",0,12,2012,,"wy041",0.17,"n","y",,"40405749010690","188956961020004",
"295705967489998",56,13,559,,,,4,0,101,,7.90,2014,0.60,5.30,0.80,"n",64,"scope","JW",0,11,2014,,"akl",0.33,"y","n",,"40405766010690",,"335001950489998"
"295705968489998",56,13,559,,,,4,5,101,,9.70,2014,,,,"y",118,"scope","JW",0,11,2014,,"akl",0.25,"y","n",,"40405766010690","335001971489998",
"295705730489998",56,13,591,,,,1,6,101,,13.10,2013,0.90,4.00,1.30,"n",102,"scope","MK",0,3,2014,,"wy041",0.21,"y","y",,"40405776010690","275460230489998",
"295705731489998",56,13,591,,,,3,16,101,,12.40,2013,0.60,3.00,1.20,"n",597,"scope","MK",0,3,2014,,"wy041",0.04,"n","y","still working…","40405776010690","275460264489998",
"295705480489998",56,13,761,,,,4,24,101,,4.60,2012,0.30,1.60,0.80,"n",95,"scope","EG",0,12,2012,,"wy041",0.25,"y","y",,"40405821010690","188957900020004",
"295705488489998",56,13,3001,,,,2,6,101,,9.70,2012,1.30,13.10,1.80,"n",189,"scope","EG",0,12,2012,,"akl",0.21,"n","y","cannot cross-date","40405877010690","188958366020004",
"295705737489998",56,13,3090,,,,2,6,101,,7.40,2013,0.20,1.80,2.00,"n",87,"scope","MK",0,3,2014,,"wy042",0.27,"y","y",,,,
"295705740489998",56,17,59,,,,3,1,101,,11.30,2013,1.10,8.10,1.10,"n",107,"scope","SD",0,1,2014,,"wy040",-0.08,"n","y","cannot cross-date","40419028010690","335139019489998",
"289864986489998",56,29,84,,,,3,7,101,,11.00,2011,0.70,7.90,1.70,"n",167,"scope","MK",0,12,2011,"no bark","wy047",-0.04,"n","n",,"40406672010690","188964907020004",
"289864992489998",56,29,219,,,,4,14,101,,9.60,2011,,,,"n",257,"scope","MK",0,4,2012,,"wy039",0.03,"n","y","cannot cross-date","40406711010690","188966600020004",
"295706025489998",56,29,374,,,,4,7,101,,12.20,2014,0.80,3.00,1.70,"n",225,"scope","JW",0,1,2015,,"wy047",0.19,"n","y",,"40420796010690","335145422489998",
"295705782489998",56,29,512,,,,1,5,101,,9.00,2013,0.90,8.30,3.10,"n",90,"scope","SD",0,1,2014,,"wy051",0.13,"y","n",,"40406795010690","247331678489998",
"295705783489998",56,29,512,,,,4,26,101,,13.70,2013,0.90,8.50,3.10,"n",123,"scope","SD",0,2,2014,,"wy051",0.14,"y","n",,"40406795010690","247331772489998",
"295705540489998",56,29,582,,,,2,3,101,,10.60,2012,0.50,2.00,0.70,"n",148,"scope","EG",0,12,2012,,"wy047",0.26,"y","n",,"40406817010690","188969160020004",
"295705793489998",56,29,674,,,,3,12,101,,27.60,2013,,,,"n",202,"scope","SD",0,1,2014,,"wy051",0.19,"y","n","missing ring @1870","40420989010690","275475211489998",
"295705552489998",56,29,705,,,,2,24,101,,4.60,2012,0.30,2.50,1.10,"n",118,"scope","BL",0,12,2012,,"wy039",0.11,"n","y","cannot cross-date","40406851010690","188970088020004",
"295705554489998",56,29,705,,,,4,1,101,,11.60,2012,1.30,18.70,1.70,"n",167,"scope","EG",0,12,2012,,"wy051",0.26,"n","y",,"40406851010690","188970094020004",
"295705804489998",56,29,3006,,,,4,7,101,,12.40,2013,1.70,13.50,1.70,"n",166,"scope","SD",0,1,2014,,"wy039",0.28,"y","n",,"40421014010690","275475438489998",
"295705808489998",56,29,3016,,,,1,0,101,,9.00,2013,1.10,13.10,7.20,"n",137,"scope","SD",0,2,2014,,"wy051",-0.02,"n","y","cannot cross-date","40406855010690",,
"295706049489998",56,29,3084,,,,0,0,101,,10.20,2014,0.80,9.00,1.40,"n",150,"scope","JW",0,12,2014,,"wy041",0.26,"y","n",,"40421072010690",,
"295705564489998",56,29,3086,,,,2,1,101,,10.30,2012,,,,"n",57,"scope","BL",0,12,2012,,"wy039",0.22,"y","n",,"40406874010690","188970784020004","188970778020004"
"295705565489998",56,29,3086,,,,2,20,101,,3.90,2012,0.40,3.70,1.10,"n",58,"scope","EG",0,12,2012,,"wy039",0.22,"y","n",,"40406874010690","188970803020004",
"295706050489998",56,29,3087,,,,3,1,101,,11.60,2014,1.00,7.00,4.20,"n",92,"scope","JW",0,12,2014,,"wy033",0.28,"n","y",,"40406875010690","335002023489998","335002012489998"
"295706051489998",56,29,3087,,,,3,2,101,,5.40,2014,,,,"y",13,"scope","JW",0,12,2014,,"wy033",-0.17,"n","n","too small to CD","40406875010690","335002024489998",
"295706057489998",56,29,3103,,,,2,16,101,,7.60,2014,1.00,11.50,0.30,"n",315,"scope","JW",0,12,2014,,"wy023",0.12,"n","y","low but correct","282479222489998","335133147489998",
"295706096489998",56,35,73,,,,1,0,101,,8.50,2014,1.10,9.90,2.60,"n",64,"scope","JW",0,11,2014,,"wy045",0.14,"n","y","low but correct","40421476010690",,"335148303489998"
"295706099489998",56,35,73,,,,4,1,101,,9.10,2014,2.00,13.00,2.60,"n",82,"scope","DC",0,10,2014,,"wy042",0.29,"y","n",,"40421476010690","335148337489998","335148302489998"
"295706100489998",56,35,73,,,,4,9,101,,5.30,2014,,,,"y",74,"scope","JW",0,11,2014,,"wy045",0.25,"y","n",,"40421476010690","335148345489998",
"295706101489998",56,35,75,,,,2,10,101,,6.10,2014,0.30,7.20,0.80,"n",79,"scope","JW",0,11,2014,,"wy043",0.26,"n","y",,"40407053010690",,
"295706111489998",56,35,143,,,,3,1,101,,9.30,2014,,,,"y",222,"scope","JW",0,4,2015,,"wy043",0.25,"n","y",,"40421524010690","335158228489998",
"295706112489998",56,35,143,,,,3,2,101,,7.20,2014,0.50,5.50,0.40,"n",264,"scope","JW",0,4,2015,,"wy043",0.05,"n","y",,"40421524010690","335158229489998",
"295706121489998",56,35,230,,,,1,0,101,,10.30,2014,1.00,9.00,1.30,"n",158,"scope","JW",0,4,2015,,"wy043",0.15,"n","y",,"40421581010690",,"335156702489998"
"295706118489998",56,35,230,,,,1,0,101,"b",11.60,2014,1.00,11.30,0.60,"n",94,"scope","JW",0,4,2015,"b core","wy043",0.25,"n","y",,"40421581010690",,"335156703489998"
"295706119489998",56,35,230,,,,1,8,101,,3.80,2014,,,,"y",62,"scope","JW",0,3,2015,,"wy043",0.30,"n","y",,"40421581010690","335156715489998",
"295705618489998",56,39,126,,,,2,9,101,,9.80,2012,0.30,3.80,1.40,"n",62,"scope","EG",0,12,2012,,"wy051",0.20,"y","n",,"40407564010690","188978331020004",
"295705619489998",56,39,126,,,,3,8,101,,6.50,2012,,,,"y",66,"scope","BL",0,12,2012,,"wy051",0.44,"y","n",,"40407564010690","188978344020004","188978321020004"
"295705855489998",56,39,283,,,,1,12,101,,9.30,2013,0.40,4.30,6.00,"n",220,"scope","MK",0,2,2014,,"wy025",0.15,"n","y",,"40407609010690","275471106489998",
"295705859489998",56,39,296,,,,4,5,101,,10.00,2013,1.50,9.50,1.70,"n",110,"scope","SD",0,1,2014,,"wy037",0.07,"n","y","cannot cross-date","40407612010690","275471262489998",
"295705627489998",56,39,373,,,,3,1,101,,7.20,2012,1.20,14.30,1.00,"n",220,"scope","EG",0,12,2012,,"wy051",0.32,"y","n","remeasure for more accuracy","40407634010690","188981502020004",
"295705868489998",56,39,378,,,,3,13,101,,8.00,2013,1.20,6.70,2.20,"n",138,"scope","LB",0,12,2013,,"wy037",0.24,"y","n",,"40407635010690","247332298489998",
"295705869489998",56,39,378,,,,3,20,101,,10.60,2013,1.00,13.00,2.00,"n",147,"scope","LB",0,12,2013,,"wy013",0.24,"n","y","remeasure for more accuracy","40407635010690","247332305489998",
"295705646489998",56,39,3028,,,,2,16,101,,10.90,2012,,,,"y",86,"scope","CW",0,12,2012,,"wy013",0.30,"y","n","last year 2011","40407655010690","188982688020004",
"295708477489998",56,13,52,,,,3,10,101,,9.80,2015,1.00,7.50,1.80,"n",157,"scope","JW",0,3,2016,,"akl",0.00,"n","y",,"40418144010690","388898843489998",
"295708480489998",56,13,57,,,,4,2,101,,5.10,2015,1.00,4.50,1.30,"n",55,"scope","JW",0,2,2016,,"akl",0.41,"y","n",,"40418147010690","388898929489998",
"295708524489998",56,29,56,,,,3,6,101,,9.20,2015,0.20,4.00,0.50,"n",205,"scope","JW",0,2,2016,,"wy023",0.27,"n","y",,"40420591010690",,
"295708526489998",56,29,56,,,,4,6,101,,5.00,2015,1.00,3.30,0.50,"n",63,"scope","JW",0,3,2016,,"wy023",0.17,"n","y",,"40420591010690","388903384489998",
"295708545489998",56,29,554,,,,3,11,101,,11.10,2015,0.70,8.00,1.00,"n",112,"scope","JW",0,2,2016,,"wy039",0.11,"n","y",,"40420910010690","388905878489998",
"295708546489998",56,29,554,,,,3,16,101,,5.40,2015,1.90,10.00,1.40,"n",37,"scope","JW",0,3,2016,,"wy020",-0.20,"n","y",,"40420910010690","388905882489998",
"295708554489998",56,29,3017,,,,4,7,101,,6.90,2015,0.90,11.00,0.40,"n",161,"scope","JW",0,3,2016,,"wy005",0.12,"n","y",,"40421023010690","388906192489998",
"295708563489998",56,35,3,,,,4,17,101,,9.60,2015,1.20,8.20,1.30,"n",150,"scope","JW",0,3,2016,,"wy038",0.18,"n","y",,"40421430010690","388907788489998",
"295708564489998",56,35,3,,,,4,20,101,,5.10,2015,0.30,2.20,0.70,"n",99,"scope","JW",0,3,2016,,"wy038",0.20,"n","y",,"40421430010690","388907790489998",
"295708581489998",56,39,101,,,,2,5,101,,9.30,2015,,,,"y",59,"scope","JW",0,1,2016,,"wy013",0.44,"y","n",,"40422684010690","388910591489998",
"295708588489998",56,39,123,,,,2,9,101,,10.70,2015,,,,"n",151,"scope","JW",0,1,2016,"no arc to pith","wy037",0.16,"n","y",,"40422697010690","388911075489998",
"295708589489998",56,39,123,,,,2,10,101,,18.80,2015,,,,"n",118,"scope","JW",0,1,2016,,"wy037",0.24,"n","y",,"40422697010690","388911076489998",
"295708590489998",56,39,123,,,,2,11,101,,17.80,2015,0.50,4.00,1.10,"n",182,"scope","JW",0,2,2016,,"wy037",0.10,"n","y",,"40422697010690","388911077489998",
"295708593489998",56,39,139,,,,1,1,101,,7.60,2015,,,,"y",100,"scope","JW",0,2,2016,,"wy037",0.28,"y","n",,"40422709010690","388911248489998",
"295708595489998",56,39,139,,,,1,6,101,,9.10,2015,0.60,4.50,1.50,"n",90,"scope","JW",0,3,2016,,"wy037",0.20,"n","y",,"40422709010690","388911253489998",
"295708597489998",56,39,139,,,,2,8,101,,7.50,2015,0.90,5.50,1.40,"n",118,"scope","JW",0,3,2016,,"wy037",0.10,"n","y",,"40422709010690","388911264489998",
"295708610489998",56,39,414,,,,1,14,101,,6.50,2015,0.30,2.00,0.40,"n",73,"scope","JW",0,3,2016,,"sunpsme",0.00,"n","y",,"40422883010690","388913047489998",
"295708619489998",56,39,3014,,,,2,6,101,,5.40,2015,,,,"y",75,"scope","JW",0,3,2016,,"loc3014",-0.20,"n","y","low but correct","40422910010690","388842032489998",
"295711658489998",56,29,399,,,,1,1,101,,7.90,2016,1.10,3.20,1.20,"n",214,"scope","JW",10,2,2017,,"wy025",0.00,"n","y",,"40420813010690","478426187489998","478426179489998"
"295711725489998",56,35,69,,,,1,41,101,,3.00,2016,,,,"y",63,"scope","RS",1,2,2017,,"wy041",0.13,"n","y",,"40421473010690","478429521489998",
"295711726489998",56,35,69,,,,3,7,101,,10.30,2016,0.50,6.20,2.30,"n",65,"scope","JW",21,12,2016,,"wy013",0.59,"y","n","-4","40421473010690","478429536489998",
"295711760489998",56,39,268,,,,1,22,101,,6.30,2016,0.20,1.30,0.30,"n",345,"scope","JW",4,1,2017,,"wy037",0.11,"n","y",,"40422790010690","478433501489998",
"558533439126144",56,13,531,,,,4,9,101,,10.40,2018,3.00,16.00,2.60,"n",274,"scope","RJ",22,3,2019,,"wyco13",0.33,"y","n",,"40418449010690","657137592126144",
"558533450126144",56,13,3066,,,,1,2,101,,10.30,2018,,,,"n",91,"scope","AE",26,2,2019,,"wy042",0.28,"y","n",,"40418776010690","657137801126144","657137794126144"
"558531339126144",56,13,398,,,,1,9,101,,7.90,2017,1.10,12.00,0.90,"n",257,"scope","RJ",2,2,2018,,"wy028",0.18,"y","n","low but correct","40418366010690","533751742126144",
"558531401126144",56,29,207,,,,1,15,101,,13.40,2017,,,,"n",246,"scope","RJ",1,2,2018,,"wy029all",0.35,"y","n",,"40420692010690","533756148126144",
"558531403126144",56,29,207,,,,4,28,101,,5.80,2017,0.80,5.00,0.70,"n",178,"scope","RJ",1,2,2018,,"wy029all",0.18,"y","n",,"40420692010690","533756185126144",
"558531454126144",56,39,274,,,,1,3,101,,12.90,2017,2.00,15.00,1.40,"n",181,"scope","RJ",13,2,2018,,"wy39all",0.28,"y","n",,"40422794010690","533764628126144",
"558531455126144",56,39,274,,,,1,7,101,,6.40,2017,1.00,12.50,0.50,"n",139,"scope","RJ",14,2,2018,,"wy39all",0.36,"y","n",,"40422794010690","533764632126144",
"558533492126144",56,29,45,,,,4,36,101,,6.20,2018,,,,"n",43,"scope","AE",29,1,2019,,"wy048",0.40,"y","n",,"40420584010690","657138414126144",
"558533515126144",56,29,3039,,,,2,9,101,,15.30,2018,,,,"n",167,"scope","RJ",8,3,2019,,"wy047",0.15,"y","n",,"40421040010690","657333335126144",
